epiweek,region,first-observed-wili,final-observed-wili
201416,hhs8,0.84733338157189,0.795865
201417,hhs8,1.0778607467247,1.04149
201418,hhs8,0.80205632360192,0.792352
201419,hhs8,0.64959368712836,0.629662
201420,hhs8,0.67875390299506,0.656589
201421,hhs8,0.61559730179086,0.620827
201422,hhs8,0.57013362123359,0.553812
201423,hhs8,0.43916286064832,0.313055
201424,hhs8,0.52968606386723,0.578178
201425,hhs8,0.1913356783587,0.41578
201426,hhs8,0.57547432704176,0.601304
201427,hhs8,0.62493944460723,0.653074
201428,hhs8,0.4040944664758,0.398048
201429,hhs8,0.41490658727751,0.413482
201341,hhs9,0.91000002622604,1.60314
201342,hhs9,1.0700000524521,1.60277
201343,hhs9,0.87999999523163,1.59993
201344,hhs9,1.039999961853,1.80107
201345,hhs9,2.0099999904633,2.06682
201346,hhs9,1.2799999713898,2.0459
201347,hhs9,1.539999961853,1.9743
201348,hhs9,1.3899999856949,2.34894
201349,hhs9,1.2300000190735,2.13631
201350,hhs9,2.3800001144409,2.51824
201351,hhs9,2.2400000095367,2.94052
201352,hhs9,3.2275318967329,4.53268
201401,hhs9,4.7006042957499,4.56574
201402,hhs9,4.1331381643531,4.15641
201403,hhs9,4.0346014462169,4.19337
201404,hhs9,3.9351682642545,4.64163
201405,hhs9,4.2257225299939,4.0091
201406,hhs9,4.1892971478913,3.61715
201407,hhs9,3.3866118297668,3.26964
201408,hhs9,3.4264072366212,3.20835
201409,hhs9,2.8515495713941,2.90276
201410,hhs9,2.5953246322858,2.59216
201411,hhs9,1.2673800423273,2.19768
201412,hhs9,1.1179937318782,2.19878
201413,hhs9,1.2810335812192,1.85634
201414,hhs9,0.91221616616162,1.87645
201415,hhs9,1.0815679556661,1.74535
201416,hhs9,0.78051494235491,1.81881
201417,hhs9,1.9831951455343,1.72456
201418,hhs9,0.97962187085267,1.63584
201419,hhs9,1.3849069086617,1.67282
201420,hhs9,0.84727065958447,1.73996
201421,hhs9,1.9735134307679,1.93795
201422,hhs9,0.70904980496478,1.75837
201423,hhs9,0.80247280111813,1.692
201424,hhs9,0.82859071813969,1.66181
201425,hhs9,1.4319278152258,1.56216
201426,hhs9,1.3600225051422,1.57548
201427,hhs9,0.44721156042914,1.58372
201428,hhs9,0.5174045105541,1.32916
201429,hhs9,1.1607192435349,1.34247
201341,hhs1,0.76999998092651,0.654441
201342,hhs1,0.54000002145767,0.741983
201343,hhs1,0.58999997377396,0.80209
201344,hhs1,0.62999999523163,0.905562
201345,hhs1,0.85000002384186,0.955454
201346,hhs1,0.68000000715256,0.851659
201347,hhs1,0.68000000715256,0.692049
201348,hhs1,0.91000002622604,0.91993
201349,hhs1,0.79000002145767,0.825554
201350,hhs1,0.87000000476837,1.06768
201351,hhs1,1.1799999475479,1.1724
201352,hhs1,1.1546088105324,1.58812
201401,hhs1,1.515138202695,1.60948
201402,hhs1,1.8284340563914,1.39198
201403,hhs1,1.7375674373693,1.67317
201404,hhs1,2.1193908292514,1.87667
201405,hhs1,1.8880644677737,2.03318
201406,hhs1,2.3152204179846,2.24365
201407,hhs1,1.7606923861005,1.75096
201408,hhs1,1.5548420976103,1.78771
201409,hhs1,1.0493272878251,1.51318
201410,hhs1,1.1623144244663,1.53377
201411,hhs1,1.4199702407248,1.35777
201412,hhs1,1.2662976530557,1.69082
201413,hhs1,1.5165075272308,1.59596
201414,hhs1,1.8994596203648,1.82481
201415,hhs1,1.6928827567168,1.96088
201416,hhs1,1.6727454875483,1.73466
201417,hhs1,1.484809254255,1.55579
201418,hhs1,1.0720646333985,1.25236
201419,hhs1,1.4306043596955,1.29032
201420,hhs1,1.2544608850385,1.0337
201421,hhs1,0.50369116302872,0.513504
201422,hhs1,0.53845543542916,0.480187
201423,hhs1,0.50944991179076,0.549795
201424,hhs1,0.39409313401064,0.445091
201425,hhs1,0.4602799435946,0.440756
201426,hhs1,0.22686840261505,0.469904
201427,hhs1,0.40344606586739,0.702276
201428,hhs1,0.27591073505522,0.355917
201429,hhs1,0.41146143794771,0.401355
201341,hhs2,0.86000001430511,1.69064
201342,hhs2,1.8400000333786,1.96094
201343,hhs2,1.1399999856949,1.69922
201344,hhs2,1.9400000572205,2.01973
201345,hhs2,1.7400000095367,1.78105
201346,hhs2,1.4400000572205,1.54163
201347,hhs2,1.7200000286102,1.85574
201348,hhs2,1.8999999761581,2.02846
201349,hhs2,1.9299999475479,2.02368
201350,hhs2,1.4700000286102,1.77828
201351,hhs2,2,2.23377
201352,hhs2,2.5815137575638,2.93452
201401,hhs2,2.9459349498213,3.33508
201402,hhs2,2.7204402384216,2.746
201403,hhs2,3.2042278637305,3.07594
201404,hhs2,3.1762162088801,2.96352
201405,hhs2,3.5639293980793,3.30294
201406,hhs2,3.6077922713388,3.43908
201407,hhs2,3.140627013859,3.12549
201408,hhs2,2.5111599026056,2.38968
201409,hhs2,2.1775481350401,2.29577
201410,hhs2,2.4101477326604,2.34059
201411,hhs2,2.3513329437904,2.53132
201412,hhs2,2.9023679867719,2.88815
201413,hhs2,3.7240285309931,3.36103
201414,hhs2,3.5584427143025,3.27897
201415,hhs2,3.5525094144414,3.24824
201416,hhs2,2.7514165705769,2.64559
201417,hhs2,2.3636038045765,2.26093
201418,hhs2,2.0517552051247,1.93125
201419,hhs2,2.1778566840656,2.31498
201420,hhs2,2.1326401996528,2.11871
201421,hhs2,1.9584120489509,1.92708
201422,hhs2,1.9095969689863,2.0679
201423,hhs2,2.4370830108631,2.28772
201424,hhs2,2.2391669645918,2.42802
201425,hhs2,1.9644396306551,2.25842
201426,hhs2,2.2589231160805,2.14216
201427,hhs2,0.90164417890317,1.2183
201428,hhs2,2.5610215992909,2.10032
201429,hhs2,2.8972385210745,2.4807
201341,hhs4,1.1299999952316,1.00106
201342,hhs4,1.1299999952316,1.0157
201343,hhs4,1.3400000333786,1.23721
201344,hhs4,1.3400000333786,1.29089
201345,hhs4,1.7300000190735,1.49248
201346,hhs4,1.6299999952316,1.47521
201347,hhs4,1.9400000572205,1.69768
201348,hhs4,2.1500000953674,2.16364
201349,hhs4,2.4300000667572,2.28842
201350,hhs4,2.5,2.36927
201351,hhs4,3.1900000572205,3.24327
201352,hhs4,4.4005282538054,4.60815
201401,hhs4,3.8622412289527,3.8926
201402,hhs4,3.2226741376248,3.03608
201403,hhs4,3.0428947024639,2.82366
201404,hhs4,2.9968386986351,2.92565
201405,hhs4,2.8486123824557,2.65887
201406,hhs4,2.2591668526791,2.2635
201407,hhs4,1.9317709384318,1.97001
201408,hhs4,1.5272368062334,1.52724
201409,hhs4,1.5584617035114,1.35391
201410,hhs4,1.5054831673576,1.34508
201411,hhs4,1.2062938637965,1.14658
201412,hhs4,1.0072588753197,1.04407
201413,hhs4,1.0323715989124,0.961299
201414,hhs4,0.92339108514905,0.870891
201415,hhs4,0.90929952378941,0.839411
201416,hhs4,0.85791622139568,0.786355
201417,hhs4,0.96174217474367,0.830922
201418,hhs4,0.78842931392289,0.738279
201419,hhs4,0.84226511776922,0.798053
201420,hhs4,0.69724886773185,0.69315
201421,hhs4,0.965597135568,0.819168
201422,hhs4,0.68804299217973,0.720762
201423,hhs4,0.59457071439157,0.75304
201424,hhs4,0.62329311675275,0.683328
201425,hhs4,0.72894015789718,0.62098
201426,hhs4,0.6584921236614,0.565835
201427,hhs4,0.65254976497988,0.584482
201428,hhs4,0.53246918263878,0.513198
201429,hhs4,0.45221036958699,0.514565
201341,hhs3,0.83999997377396,1.05393
201342,hhs3,0.83999997377396,1.04182
201343,hhs3,0.87000000476837,1.12691
201344,hhs3,1.3099999427795,1.10398
201345,hhs3,1.2300000190735,1.12149
201346,hhs3,1.2799999713898,1.25863
201347,hhs3,1.1499999761581,1.18203
201348,hhs3,1.6599999666214,1.51288
201349,hhs3,1.7200000286102,1.51609
201350,hhs3,1.2300000190735,1.60178
201351,hhs3,2.8199999332428,2.00486
201352,hhs3,3.7160699805585,3.30628
201401,hhs3,3.5955132769985,3.59339
201402,hhs3,2.883007710001,3.19906
201403,hhs3,3.5175711770304,3.35458
201404,hhs3,3.7345396495738,3.47033
201405,hhs3,2.894446134432,3.01876
201406,hhs3,3.5296318418477,2.8051
201407,hhs3,2.6412115930722,2.41601
201408,hhs3,2.181512321836,2.07722
201409,hhs3,1.8636989877717,1.97427
201410,hhs3,1.788143985934,1.76977
201411,hhs3,1.4459266255048,1.61044
201412,hhs3,1.4158970688996,1.66132
201413,hhs3,1.2928415955585,1.78393
201414,hhs3,1.7590601500448,1.89554
201415,hhs3,1.5533873899692,1.65647
201416,hhs3,0.99457500639971,1.29142
201417,hhs3,0.80644822103466,1.22479
201418,hhs3,0.86076799191974,1.10672
201419,hhs3,0.84564703038822,1.20115
201420,hhs3,0.89105435920633,1.26516
201421,hhs3,0.7087116115475,1.30065
201422,hhs3,0.77419017495212,1.18371
201423,hhs3,1.0219527226958,1.11592
201424,hhs3,0.74796128685407,0.983726
201425,hhs3,0.50563583557444,0.973807
201426,hhs3,0.52788058619648,0.885961
201427,hhs3,1.0937211352131,0.940359
201428,hhs3,0.82005982824804,1.09684
201429,hhs3,0.48197286803465,0.731122
201530,hhs1,0.366938227798,0.356937
201531,hhs1,0.37691591505394,0.36071
201532,hhs1,0.32369486334726,0.384903
201533,hhs1,0.31232796397542,0.361836
201534,hhs1,0.37028072346601,0.394007
201535,hhs1,0.52994178786062,0.364309
201536,hhs1,0.43225655338745,0.441444
201537,hhs1,0.47084428484622,0.456994
201538,hhs1,0.38023343312293,0.395333
201539,hhs1,0.350307,0.395111
201540,hhs1,0.822816,0.743302
201541,hhs1,0.508896,0.613241
201542,hhs1,0.787999,0.721747
201543,hhs1,0.705205,0.767136
201544,hhs1,0.565118,0.923337
201545,hhs1,0.755121,0.767975
201546,hhs1,0.595829,0.736201
201547,hhs1,0.582052,0.954736
201548,hhs1,0.642333,0.807851
201549,hhs1,0.773944,0.975831
201550,hhs1,0.833878,1.03668
201551,hhs1,1.30116,1.38302
201552,hhs1,1.36736,1.59869
201601,hhs1,1.34149,1.32779
201602,hhs1,1.55056,1.40757
201603,hhs1,1.66908,1.51447
201604,hhs1,1.78377,1.70905
201605,hhs1,1.82618,1.80717
201606,hhs1,1.71816,1.98555
201607,hhs1,1.93388,1.98808
201608,hhs1,1.17586,1.97011
201609,hhs1,1.73322,2.00001
201610,hhs1,2.12738,2.54487
201611,hhs1,1.86824,2.20908
201612,hhs1,2.0096,2.01418
201613,hhs1,1.82901,2.03999
201614,hhs1,1.49954,1.71028
201615,hhs1,1.51695,1.57636
201616,hhs1,1.22666,1.62583
201617,hhs1,1.10422,1.13344
201618,hhs1,0.98781,1.05605
201619,hhs1,0.891642,0.89892
201620,hhs1,0.893463,0.895756
201621,hhs1,0.921079,0.845762
201622,hhs1,0.370222,0.744632
201623,hhs1,0.775561,0.743073
201624,hhs1,0.529484,0.512698
201625,hhs1,0.438666,0.398488
201626,hhs1,0.354685,0.392526
201627,hhs1,0.394841,0.3677
201628,hhs1,0.406692,0.377947
201629,hhs1,0.36478,0.396991
201530,hhs10,0.32381505641711,0.274353
201531,hhs10,0.30620852403053,0.277682
201532,hhs10,0.20461344522864,0.176249
201533,hhs10,0.2681494033487,0.233461
201534,hhs10,0.20426034457314,0.129447
201535,hhs10,0.28568670387198,0.409017
201536,hhs10,0.74602070241168,0.545922
201537,hhs10,0.56068127645923,0.500789
201538,hhs10,0.49661989076576,0.507331
201539,hhs10,0.668617,0.629231
201540,hhs10,0.393272,0.497072
201541,hhs10,0.807168,0.756054
201542,hhs10,0.545792,0.550018
201543,hhs10,0.892955,0.853014
201544,hhs10,0.486781,0.526763
201545,hhs10,0.892984,0.891904
201546,hhs10,0.548828,0.699363
201547,hhs10,0.562758,0.82039
201548,hhs10,0.802064,0.812498
201549,hhs10,0.552333,0.594886
201550,hhs10,0.613546,0.658719
201551,hhs10,0.661313,0.66188
201552,hhs10,0.834049,0.791975
201601,hhs10,0.529254,0.888661
201602,hhs10,1.0853,1.08777
201603,hhs10,1.3519,1.3789
201604,hhs10,1.13597,1.41403
201605,hhs10,1.59331,1.65259
201606,hhs10,1.3946,1.73793
201607,hhs10,1.98296,2.44289
201608,hhs10,1.91615,2.13499
201609,hhs10,1.62228,1.98941
201610,hhs10,2.10488,2.21239
201611,hhs10,1.48238,2.17566
201612,hhs10,1.71203,1.707
201613,hhs10,1.2948,1.77751
201614,hhs10,1.67136,1.71131
201615,hhs10,0.806129,0.994849
201616,hhs10,0.770762,0.812725
201617,hhs10,0.711962,0.751127
201618,hhs10,0.907393,0.940669
201619,hhs10,0.664423,0.529396
201620,hhs10,0.547817,0.530742
201621,hhs10,0.231306,0.201718
201622,hhs10,0.203684,0.187745
201623,hhs10,0.256949,0.274262
201624,hhs10,0.326694,0.334307
201625,hhs10,0.258534,0.218156
201626,hhs10,0.114051,0.10407
201627,hhs10,0.198537,0.177107
201628,hhs10,0.201449,0.235844
201629,hhs10,0.159491,0.151754
201530,hhs3,0.79332502168821,0.999289
201531,hhs3,0.88589397025546,0.881078
201532,hhs3,1.0248232453405,1.0792
201533,hhs3,0.83342520065788,0.925596
201534,hhs3,0.85377523636053,0.796299
201535,hhs3,0.91693458086397,1.06881
201536,hhs3,1.0279215731889,1.12349
201537,hhs3,0.92668571731547,1.17368
201538,hhs3,1.1524750026501,1.21361
201539,hhs3,1.18136,1.09616
201540,hhs3,1.36204,1.2178
201541,hhs3,1.38011,1.26021
201542,hhs3,1.5445,1.53341
201543,hhs3,1.53333,1.39535
201544,hhs3,1.39543,1.53447
201545,hhs3,1.68252,1.57587
201546,hhs3,1.82444,1.72001
201547,hhs3,2.23966,2.17414
201548,hhs3,1.91576,1.83996
201549,hhs3,2.15388,2.02023
201550,hhs3,2.34714,2.27837
201551,hhs3,2.80192,2.81511
201552,hhs3,3.08272,2.97706
201601,hhs3,2.54594,2.38365
201602,hhs3,2.37357,2.32746
201603,hhs3,2.24312,2.28403
201604,hhs3,2.42905,2.23747
201605,hhs3,1.93634,1.9545
201606,hhs3,2.43188,2.25924
201607,hhs3,2.16374,2.5782
201608,hhs3,3.14756,2.92751
201609,hhs3,3.04065,3.28807
201610,hhs3,3.52961,3.98252
201611,hhs3,2.87836,3.21284
201612,hhs3,2.97573,2.99606
201613,hhs3,2.45782,2.50992
201614,hhs3,2.03617,2.08681
201615,hhs3,2.1347,2.18209
201616,hhs3,2.21837,2.28142
201617,hhs3,2.50507,2.1751
201618,hhs3,2.17145,1.88369
201619,hhs3,1.63945,1.7257
201620,hhs3,1.58771,1.66207
201621,hhs3,1.89089,1.53578
201622,hhs3,1.80432,1.76657
201623,hhs3,1.63988,1.48481
201624,hhs3,1.32422,1.24603
201625,hhs3,1.59367,1.27777
201626,hhs3,1.27013,1.17232
201627,hhs3,1.29395,1.08185
201628,hhs3,0.776074,0.966718
201629,hhs3,0.81892,0.960438
201530,hhs4,0.28258696502341,0.45585
201531,hhs4,0.36842941441931,0.439499
201532,hhs4,0.56988099790249,0.700063
201533,hhs4,0.76953635094149,0.716647
201534,hhs4,1.0622377296979,0.77271
201535,hhs4,0.52647865227517,0.707374
201536,hhs4,0.75933819648422,0.69155
201537,hhs4,0.96579876845349,0.793035
201538,hhs4,0.67295608506553,0.737125
201539,hhs4,0.913715,0.855035
201540,hhs4,1.118,1.01464
201541,hhs4,1.32234,1.07454
201542,hhs4,1.06533,1.04879
201543,hhs4,1.15263,1.07812
201544,hhs4,1.06239,1.08835
201545,hhs4,1.28606,1.0871
201546,hhs4,1.53719,1.26322
201547,hhs4,1.75125,1.56158
201548,hhs4,1.60463,1.31254
201549,hhs4,1.64345,1.33302
201550,hhs4,1.87301,1.4868
201551,hhs4,2.40102,1.86992
201552,hhs4,2.22278,1.72166
201601,hhs4,1.61184,1.36654
201602,hhs4,1.61693,1.48204
201603,hhs4,1.95334,1.74907
201604,hhs4,1.80392,1.8905
201605,hhs4,2.11456,2.0207
201606,hhs4,2.51082,2.24789
201607,hhs4,3.02288,2.92328
201608,hhs4,3.60903,3.32059
201609,hhs4,3.53445,3.2935
201610,hhs4,3.79847,3.63006
201611,hhs4,3.13923,2.85287
201612,hhs4,2.83757,2.76107
201613,hhs4,2.72034,2.65159
201614,hhs4,2.202,2.13917
201615,hhs4,2.09259,2.03332
201616,hhs4,2.22145,1.99591
201617,hhs4,1.90947,1.76476
201618,hhs4,1.83179,1.67187
201619,hhs4,1.70662,1.47025
201620,hhs4,1.30639,1.21156
201621,hhs4,1.3316,1.06968
201622,hhs4,1.19063,1.0761
201623,hhs4,1.08489,0.958225
201624,hhs4,1.37941,0.995012
201625,hhs4,0.723625,0.844627
201626,hhs4,0.815288,0.713695
201627,hhs4,0.789663,0.675263
201628,hhs4,0.633328,0.65847
201629,hhs4,0.739747,0.637795
201530,hhs5,0.45842332345085,0.581513
201531,hhs5,0.52201091651303,0.585031
201532,hhs5,0.51949474321607,0.597183
201533,hhs5,0.51126876848291,0.581626
201534,hhs5,0.5142315639076,0.653146
201535,hhs5,0.55338289287093,0.595369
201536,hhs5,0.4837812850251,0.628781
201537,hhs5,0.72035566952825,0.698491
201538,hhs5,0.65268099129622,0.795037
201539,hhs5,0.785373,0.879066
201540,hhs5,0.87158,1.04259
201541,hhs5,0.827985,1.16893
201542,hhs5,0.903157,1.06713
201543,hhs5,1.00403,1.115
201544,hhs5,1.29449,1.21929
201545,hhs5,1.27665,1.30849
201546,hhs5,1.25713,1.24532
201547,hhs5,1.4134,1.43337
201548,hhs5,1.05568,1.14488
201549,hhs5,1.39369,1.38051
201550,hhs5,1.42532,1.44161
201551,hhs5,1.82729,1.8278
201552,hhs5,1.63674,1.73677
201601,hhs5,1.3496,1.40441
201602,hhs5,1.48908,1.36099
201603,hhs5,1.43746,1.43821
201604,hhs5,1.52091,1.45151
201605,hhs5,1.4763,1.57564
201606,hhs5,1.97314,1.82622
201607,hhs5,2.23593,2.38921
201608,hhs5,2.63144,2.69171
201609,hhs5,2.94123,2.9944
201610,hhs5,3.16931,3.41225
201611,hhs5,2.56224,2.60673
201612,hhs5,2.35902,2.31501
201613,hhs5,1.99381,2.00175
201614,hhs5,1.66578,1.59107
201615,hhs5,1.78058,1.45157
201616,hhs5,1.44925,1.46162
201617,hhs5,1.34874,1.34292
201618,hhs5,0.981439,1.03214
201619,hhs5,1.05043,1.11499
201620,hhs5,0.876222,1.04588
201621,hhs5,0.912957,0.803267
201622,hhs5,0.948332,0.912362
201623,hhs5,0.596966,0.838666
201624,hhs5,0.551746,0.702271
201625,hhs5,0.48268,0.57142
201626,hhs5,0.559812,0.561355
201627,hhs5,0.437188,0.528919
201628,hhs5,0.478464,0.530323
201629,hhs5,0.494557,0.524615
201530,hhs6,1.4836372508123,0.95152
201531,hhs6,1.3264703708676,0.907402
201532,hhs6,1.322542740724,0.954889
201533,hhs6,1.6973465371164,1.28703
201534,hhs6,1.4665574136825,1.02144
201535,hhs6,1.9590664169935,1.30774
201536,hhs6,2.1702939822924,1.67823
201537,hhs6,2.1524954539179,1.65947
201538,hhs6,2.4015278892731,1.77297
201539,hhs6,2.58188,1.81608
201540,hhs6,3.22807,2.5431
201541,hhs6,2.92803,2.80592
201542,hhs6,3.08051,2.98999
201543,hhs6,3.26531,3.09627
201544,hhs6,3.10696,2.87066
201545,hhs6,3.57309,3.26718
201546,hhs6,3.86125,3.27454
201547,hhs6,4.30729,4.08707
201548,hhs6,4.28217,3.638
201549,hhs6,4.40627,3.6785
201550,hhs6,4.81703,3.75233
201551,hhs6,4.97958,4.27091
201552,hhs6,5.33521,4.63939
201601,hhs6,4.33284,3.77153
201602,hhs6,4.12315,3.53418
201603,hhs6,4.14041,3.78371
201604,hhs6,4.68848,4.19069
201605,hhs6,4.45036,4.15589
201606,hhs6,5.12814,4.8437
201607,hhs6,5.71113,5.31515
201608,hhs6,4.16125,4.16406
201609,hhs6,4.50769,4.48291
201610,hhs6,4.52604,4.14826
201611,hhs6,3.87277,3.66362
201612,hhs6,3.29645,3.43738
201613,hhs6,3.49437,3.05546
201614,hhs6,2.91044,2.70478
201615,hhs6,3.00704,3.03213
201616,hhs6,2.98329,3.12015
201617,hhs6,3.01805,2.63344
201618,hhs6,2.60342,2.52747
201619,hhs6,2.41583,2.08684
201620,hhs6,2.46256,2.09639
201621,hhs6,2.57322,2.17518
201622,hhs6,2.27528,1.96065
201623,hhs6,2.10343,1.59479
201624,hhs6,1.96426,1.64698
201625,hhs6,1.60179,1.44474
201626,hhs6,1.70886,1.42227
201627,hhs6,1.59009,1.36613
201628,hhs6,1.63265,1.28243
201629,hhs6,1.38406,1.16551
201530,hhs7,0.29378904553199,0.213522
201531,hhs7,0.15151004218579,0.280848
201532,hhs7,0.18802748919704,0.116262
201533,hhs7,0.35248522611753,0.283492
201534,hhs7,0.30576804960046,0.212095
201535,hhs7,0.13082802620313,0.180017
201536,hhs7,0.33227869835557,0.315453
201537,hhs7,0.58351569468623,0.526178
201538,hhs7,0.79284653243357,0.684635
201539,hhs7,1.18706,1.02699
201540,hhs7,1.06134,0.873934
201541,hhs7,1.4349,0.887407
201542,hhs7,1.20233,1.12273
201543,hhs7,0.898888,0.854524
201544,hhs7,1.4267,1.15375
201545,hhs7,1.69801,1.20878
201546,hhs7,1.22003,1.05016
201547,hhs7,1.5315,1.31092
201548,hhs7,0.982294,0.95359
201549,hhs7,0.853402,0.912263
201550,hhs7,1.10735,1.19874
201551,hhs7,1.73287,1.39056
201552,hhs7,1.595,1.55082
201601,hhs7,1.51915,1.41906
201602,hhs7,0.996168,1.1452
201603,hhs7,1.2388,1.15409
201604,hhs7,1.29382,1.175
201605,hhs7,1.14291,1.12489
201606,hhs7,1.45977,1.50883
201607,hhs7,1.86432,1.81036
201608,hhs7,1.89238,1.8449
201609,hhs7,2.47244,2.40642
201610,hhs7,2.60447,2.50362
201611,hhs7,1.88183,1.99971
201612,hhs7,2.15526,2.05839
201613,hhs7,2.16765,2.09375
201614,hhs7,1.52403,1.54483
201615,hhs7,1.47873,1.39301
201616,hhs7,1.12376,1.20827
201617,hhs7,1.12161,0.986163
201618,hhs7,0.958271,0.908619
201619,hhs7,0.772408,0.704888
201620,hhs7,0.637083,0.59335
201621,hhs7,0.311824,0.32297
201622,hhs7,0.454069,0.395716
201623,hhs7,0.6266,0.527908
201624,hhs7,0.402828,0.309099
201625,hhs7,0.416367,0.306155
201626,hhs7,0.251835,0.294126
201627,hhs7,0.362913,0.373576
201628,hhs7,0.271364,0.266904
201629,hhs7,0.205165,0.162856
201530,hhs8,0.5647040562449,0.469566
201531,hhs8,0.48967168401047,0.486867
201532,hhs8,0.36113652945742,0.40949
201533,hhs8,0.41763295846629,0.388013
201534,hhs8,0.68376742123627,0.563506
201535,hhs8,0.43302850434199,0.480913
201536,hhs8,0.46299923882696,0.457087
201537,hhs8,0.37125804349383,0.468133
201538,hhs8,0.60096854127804,0.622192
201539,hhs8,0.624456,0.497322
201540,hhs8,0.649468,0.655949
201541,hhs8,0.679716,0.672674
201542,hhs8,0.692554,0.688796
201543,hhs8,0.613792,0.612608
201544,hhs8,0.740326,0.721433
201545,hhs8,0.74125,0.744407
201546,hhs8,0.783049,0.776688
201547,hhs8,1.03224,0.997922
201548,hhs8,0.746733,0.725679
201549,hhs8,0.911212,0.891982
201550,hhs8,0.92886,0.895779
201551,hhs8,1.18071,1.15229
201552,hhs8,1.57021,1.49666
201601,hhs8,1.1348,1.11457
201602,hhs8,1.27372,1.1948
201603,hhs8,1.26299,1.223
201604,hhs8,1.31225,1.27726
201605,hhs8,1.5571,1.56575
201606,hhs8,1.64522,1.82146
201607,hhs8,2.06122,2.15404
201608,hhs8,2.16136,2.17828
201609,hhs8,2.05583,2.03079
201610,hhs8,2.18261,2.14672
201611,hhs8,2.2611,2.16058
201612,hhs8,1.84343,1.85893
201613,hhs8,1.89991,1.75981
201614,hhs8,1.66858,1.64976
201615,hhs8,1.37226,1.29508
201616,hhs8,1.18124,1.14872
201617,hhs8,0.973795,0.983857
201618,hhs8,0.970628,0.967427
201619,hhs8,0.829001,0.818413
201620,hhs8,0.78257,0.73938
201621,hhs8,0.736894,0.73781
201622,hhs8,0.71486,0.724162
201623,hhs8,1.2385,0.568101
201624,hhs8,0.4617,0.540166
201625,hhs8,0.532427,0.464534
201626,hhs8,0.862707,0.477685
201627,hhs8,0.434675,0.451657
201628,hhs8,0.40526,0.417195
201629,hhs8,0.502186,0.43248
201530,hhs9,0.49365567610734,0.962723
201531,hhs9,0.40155668818152,0.957826
201532,hhs9,0.4716124480991,1.06719
201533,hhs9,0.62406984812809,1.08806
201534,hhs9,0.73676890547449,1.21307
201535,hhs9,0.98935028540423,1.1754
201536,hhs9,1.0044389838587,0.927354
201537,hhs9,0.81250320468883,1.30703
201538,hhs9,1.5358299718689,1.30231
201539,hhs9,0.731483,1.17311
201540,hhs9,0.625949,1.34537
201541,hhs9,1.52669,1.48977
201542,hhs9,0.925229,1.43902
201543,hhs9,1.13531,1.58879
201544,hhs9,1.11918,1.70585
201545,hhs9,1.69585,1.73921
201546,hhs9,1.31104,1.98744
201547,hhs9,1.3081,2.2437
201548,hhs9,1.23704,2.00403
201549,hhs9,1.00094,2.0343
201550,hhs9,2.21331,2.13484
201551,hhs9,1.95264,2.80184
201552,hhs9,3.41493,3.04687
201601,hhs9,1.53676,2.42695
201602,hhs9,1.49254,2.40393
201603,hhs9,1.7901,2.64512
201604,hhs9,1.89489,2.82762
201605,hhs9,2.50276,3.24343
201606,hhs9,4.44155,3.96877
201607,hhs9,3.98004,4.3744
201608,hhs9,3.82031,3.92775
201609,hhs9,3.89003,3.84237
201610,hhs9,3.54668,3.8018
201611,hhs9,3.40089,3.33737
201612,hhs9,2.675,3.00567
201613,hhs9,2.00679,2.78509
201614,hhs9,1.66618,2.2393
201615,hhs9,1.60368,2.0331
201616,hhs9,1.92488,1.76124
201617,hhs9,1.38061,1.74637
201618,hhs9,2.20668,1.79629
201619,hhs9,0.905982,1.52741
201620,hhs9,1.08361,1.49464
201621,hhs9,1.94549,1.38824
201622,hhs9,1.68008,1.31969
201623,hhs9,0.772741,1.30581
201624,hhs9,1.51509,1.21624
201625,hhs9,0.765475,1.07191
201626,hhs9,0.746102,1.14158
201627,hhs9,0.978796,1.09858
201628,hhs9,1.12883,0.960341
201629,hhs9,1.09244,0.88295
201530,nat,0.6665861511578,0.737859
201531,nat,0.62625292958802,0.743224
201532,nat,0.72151043411727,0.805251
201533,nat,0.78657983468142,0.816943
201534,nat,0.87383183127874,0.814518
201535,nat,0.88800053901128,0.86067
201536,nat,0.93403918619443,0.886704
201537,nat,1.0272328872406,1.00845
201538,nat,1.1932052139879,1.06625
201539,nat,1.12143,1.05995
201540,nat,1.22914,1.22559
201541,nat,1.40233,1.31066
201542,nat,1.3467,1.3711
201543,nat,1.35161,1.39171
201544,nat,1.41889,1.43712
201545,nat,1.63474,1.50165
201546,nat,1.64815,1.59805
201547,nat,1.91633,1.89668
201548,nat,1.80167,1.67728
201549,nat,1.93224,1.78296
201550,nat,2.22073,1.87336
201551,nat,2.57992,2.32148
201552,nat,2.81053,2.40991
201601,nat,1.98051,1.94328
201602,nat,2.1319,1.99796
201603,nat,2.16759,2.11829
201604,nat,2.24133,2.25112
201605,nat,2.38061,2.37116
201606,nat,3.06689,2.80035
201607,nat,3.19999,3.16475
201608,nat,3.23172,3.15183
201609,nat,3.46855,3.3321
201610,nat,3.67056,3.56024
201611,nat,3.19434,3.05479
201612,nat,2.86967,2.76732
201613,nat,2.42513,2.44161
201614,nat,2.07438,2.03348
201615,nat,2.14217,1.98593
201616,nat,2.04721,1.91514
201617,nat,1.84851,1.69968
201618,nat,1.79317,1.57635
201619,nat,1.42197,1.3935
201620,nat,1.31573,1.29941
201621,nat,1.45066,1.18379
