component_model_id,season,target,weight
CU-EAKFC_SIRS,2014/2015,4 wk ahead,0.000563291782294164
CU-EKF_SEIRS,2014/2015,1 wk ahead,0.217325812074827
CU-EKF_SEIRS,2014/2015,2 wk ahead,0.217325812074827
CU-EKF_SEIRS,2014/2015,3 wk ahead,0.217325812074827
CU-EKF_SEIRS,2014/2015,4 wk ahead,0.217325812074827
CU-EKF_SIRS,2014/2015,1 wk ahead,0.0413529628694774
CU-EKF_SIRS,2014/2015,2 wk ahead,0.0413529628694774
CU-EKF_SIRS,2014/2015,3 wk ahead,0.0413529628694774
CU-EKF_SIRS,2014/2015,4 wk ahead,0.0413529628694774
CU-RHF_SEIRS,2014/2015,1 wk ahead,0.0156944998617059
CU-RHF_SEIRS,2014/2015,2 wk ahead,0.0156944998617059
CU-RHF_SEIRS,2014/2015,3 wk ahead,0.0156944998617059
CU-RHF_SEIRS,2014/2015,4 wk ahead,0.0156944998617059
CU-RHF_SIRS,2014/2015,1 wk ahead,0.00839481827254097
CU-RHF_SIRS,2014/2015,2 wk ahead,0.00839481827254097
CU-RHF_SIRS,2014/2015,3 wk ahead,0.00839481827254097
CU-RHF_SIRS,2014/2015,4 wk ahead,0.00839481827254097
Delphi-BasisRegression,2014/2015,1 wk ahead,1.38113771693249e-237
Delphi-BasisRegression,2014/2015,2 wk ahead,1.38113771693249e-237
Delphi-BasisRegression,2014/2015,3 wk ahead,1.38113771693249e-237
Delphi-BasisRegression,2014/2015,4 wk ahead,1.38113771693249e-237
Delphi-DeltaDensity1,2014/2015,1 wk ahead,0.473212709898763
Delphi-DeltaDensity1,2014/2015,2 wk ahead,0.473212709898763
Delphi-DeltaDensity1,2014/2015,3 wk ahead,0.473212709898763
Delphi-DeltaDensity1,2014/2015,4 wk ahead,0.473212709898763
Delphi-DeltaDensity2,2014/2015,1 wk ahead,0.0658181227313653
Delphi-DeltaDensity2,2014/2015,2 wk ahead,0.0658181227313653
Delphi-DeltaDensity2,2014/2015,3 wk ahead,0.0658181227313653
Delphi-DeltaDensity2,2014/2015,4 wk ahead,0.0658181227313653
Delphi-EmpiricalBayes1,2014/2015,1 wk ahead,0.0424062483329138
Delphi-EmpiricalBayes1,2014/2015,2 wk ahead,0.0424062483329138
Delphi-EmpiricalBayes1,2014/2015,3 wk ahead,0.0424062483329138
Delphi-EmpiricalBayes1,2014/2015,4 wk ahead,0.0424062483329138
Delphi-EmpiricalBayes2,2014/2015,1 wk ahead,0.00576072701943307
Delphi-EmpiricalBayes2,2014/2015,2 wk ahead,0.00576072701943307
Delphi-EmpiricalBayes2,2014/2015,3 wk ahead,0.00576072701943307
Delphi-EmpiricalBayes2,2014/2015,4 wk ahead,0.00576072701943307
Delphi-EmpiricalFuture,2014/2015,1 wk ahead,1.14755389017134e-94
Delphi-EmpiricalFuture,2014/2015,2 wk ahead,1.14755389017134e-94
Delphi-EmpiricalFuture,2014/2015,3 wk ahead,1.14755389017134e-94
Delphi-EmpiricalFuture,2014/2015,4 wk ahead,1.14755389017134e-94
Delphi-EmpiricalTraj,2014/2015,1 wk ahead,1.14755389017134e-94
Delphi-EmpiricalTraj,2014/2015,2 wk ahead,1.14755389017134e-94
Delphi-EmpiricalTraj,2014/2015,3 wk ahead,1.14755389017134e-94
Delphi-EmpiricalTraj,2014/2015,4 wk ahead,1.14755389017134e-94
Delphi-Stat,2014/2015,1 wk ahead,1.31923810765869e-09
Delphi-Stat,2014/2015,2 wk ahead,1.31923810765869e-09
Delphi-Stat,2014/2015,3 wk ahead,1.31923810765869e-09
Delphi-Stat,2014/2015,4 wk ahead,1.31923810765869e-09
Delphi-Uniform,2014/2015,1 wk ahead,7.60823210166661e-289
Delphi-Uniform,2014/2015,2 wk ahead,7.60823210166661e-289
Delphi-Uniform,2014/2015,3 wk ahead,7.60823210166661e-289
Delphi-Uniform,2014/2015,4 wk ahead,7.60823210166661e-289
LANL-DBM,2014/2015,1 wk ahead,9.38453287236378e-12
LANL-DBM,2014/2015,2 wk ahead,9.38453287236378e-12
LANL-DBM,2014/2015,3 wk ahead,9.38453287236378e-12
LANL-DBM,2014/2015,4 wk ahead,9.38453287236378e-12
ReichLab-KCDE,2014/2015,1 wk ahead,0.11455558289643
ReichLab-KCDE,2014/2015,2 wk ahead,0.11455558289643
ReichLab-KCDE,2014/2015,3 wk ahead,0.11455558289643
ReichLab-KCDE,2014/2015,4 wk ahead,0.11455558289643
ReichLab-KDE,2014/2015,1 wk ahead,1.91475105782434e-54
ReichLab-KDE,2014/2015,2 wk ahead,1.91475105782434e-54
ReichLab-KDE,2014/2015,3 wk ahead,1.91475105782434e-54
ReichLab-KDE,2014/2015,4 wk ahead,1.91475105782434e-54
ReichLab-SARIMA1,2014/2015,1 wk ahead,6.14983537516435e-17
ReichLab-SARIMA1,2014/2015,2 wk ahead,6.14983537516435e-17
ReichLab-SARIMA1,2014/2015,3 wk ahead,6.14983537516435e-17
ReichLab-SARIMA1,2014/2015,4 wk ahead,6.14983537516435e-17
ReichLab-SARIMA2,2014/2015,1 wk ahead,6.26540612628511e-06
ReichLab-SARIMA2,2014/2015,2 wk ahead,6.26540612628511e-06
ReichLab-SARIMA2,2014/2015,3 wk ahead,6.26540612628511e-06
ReichLab-SARIMA2,2014/2015,4 wk ahead,6.26540612628511e-06
CU-BMA,2015/2016,1 wk ahead,0.000514196625631311
CU-BMA,2015/2016,2 wk ahead,0.000514196625631311
CU-BMA,2015/2016,3 wk ahead,0.000514196625631311
CU-BMA,2015/2016,4 wk ahead,0.000514196625631311
CU-EAKFC_SEIRS,2015/2016,1 wk ahead,0.0173723528974319
CU-EAKFC_SEIRS,2015/2016,2 wk ahead,0.0173723528974319
CU-EAKFC_SEIRS,2015/2016,3 wk ahead,0.0173723528974319
CU-EAKFC_SEIRS,2015/2016,4 wk ahead,0.0173723528974319
CU-EAKFC_SIRS,2015/2016,1 wk ahead,0.000177004432403117
CU-EAKFC_SIRS,2015/2016,2 wk ahead,0.000177004432403117
CU-EAKFC_SIRS,2015/2016,3 wk ahead,0.000177004432403117
CU-EAKFC_SIRS,2015/2016,4 wk ahead,0.000177004432403117
CU-EKF_SEIRS,2015/2016,1 wk ahead,0.236908763494222
CU-EKF_SEIRS,2015/2016,2 wk ahead,0.236908763494222
CU-EKF_SEIRS,2015/2016,3 wk ahead,0.236908763494222
CU-EKF_SEIRS,2015/2016,4 wk ahead,0.236908763494222
CU-EKF_SIRS,2015/2016,1 wk ahead,0.0274998074772936
CU-EKF_SIRS,2015/2016,2 wk ahead,0.0274998074772936
CU-EKF_SIRS,2015/2016,3 wk ahead,0.0274998074772936
CU-EKF_SIRS,2015/2016,4 wk ahead,0.0274998074772936
CU-RHF_SEIRS,2015/2016,1 wk ahead,0.0317819147503134
CU-RHF_SEIRS,2015/2016,2 wk ahead,0.0317819147503134
CU-RHF_SEIRS,2015/2016,3 wk ahead,0.0317819147503134
CU-RHF_SEIRS,2015/2016,4 wk ahead,0.0317819147503134
CU-RHF_SIRS,2015/2016,1 wk ahead,0.000630395162478138
CU-RHF_SIRS,2015/2016,2 wk ahead,0.000630395162478138
CU-RHF_SIRS,2015/2016,3 wk ahead,0.000630395162478138
CU-RHF_SIRS,2015/2016,4 wk ahead,0.000630395162478138
Delphi-BasisRegression,2015/2016,1 wk ahead,3.25952515280537e-219
Delphi-BasisRegression,2015/2016,2 wk ahead,3.25952515280537e-219
Delphi-BasisRegression,2015/2016,3 wk ahead,3.25952515280537e-219
Delphi-BasisRegression,2015/2016,4 wk ahead,3.25952515280537e-219
Delphi-DeltaDensity1,2015/2016,1 wk ahead,0.414534938811967
Delphi-DeltaDensity1,2015/2016,2 wk ahead,0.414534938811967
Delphi-DeltaDensity1,2015/2016,3 wk ahead,0.414534938811967
Delphi-DeltaDensity1,2015/2016,4 wk ahead,0.414534938811967
Delphi-DeltaDensity2,2015/2016,1 wk ahead,0.0735595152957503
Delphi-DeltaDensity2,2015/2016,2 wk ahead,0.0735595152957503
Delphi-DeltaDensity2,2015/2016,3 wk ahead,0.0735595152957503
Delphi-DeltaDensity2,2015/2016,4 wk ahead,0.0735595152957503
Delphi-EmpiricalBayes1,2015/2016,1 wk ahead,0.0620832703393678
Delphi-EmpiricalBayes1,2015/2016,2 wk ahead,0.0620832703393678
Delphi-EmpiricalBayes1,2015/2016,3 wk ahead,0.0620832703393678
Delphi-EmpiricalBayes1,2015/2016,4 wk ahead,0.0620832703393678
Delphi-EmpiricalBayes2,2015/2016,1 wk ahead,0.00451803234380041
Delphi-EmpiricalBayes2,2015/2016,2 wk ahead,0.00451803234380041
Delphi-EmpiricalBayes2,2015/2016,3 wk ahead,0.00451803234380041
Delphi-EmpiricalBayes2,2015/2016,4 wk ahead,0.00451803234380041
Delphi-EmpiricalFuture,2015/2016,1 wk ahead,2.46155065331246e-92
Delphi-EmpiricalFuture,2015/2016,2 wk ahead,2.46155065331246e-92
Delphi-EmpiricalFuture,2015/2016,3 wk ahead,2.46155065331246e-92
Delphi-EmpiricalFuture,2015/2016,4 wk ahead,2.46155065331246e-92
Delphi-EmpiricalTraj,2015/2016,1 wk ahead,2.46155065331246e-92
Delphi-EmpiricalTraj,2015/2016,2 wk ahead,2.46155065331246e-92
Delphi-EmpiricalTraj,2015/2016,3 wk ahead,2.46155065331246e-92
Delphi-EmpiricalTraj,2015/2016,4 wk ahead,2.46155065331246e-92
Delphi-Stat,2015/2016,1 wk ahead,2.94353602597755e-09
Delphi-Stat,2015/2016,2 wk ahead,2.94353602597755e-09
Delphi-Stat,2015/2016,3 wk ahead,2.94353602597755e-09
Delphi-Stat,2015/2016,4 wk ahead,2.94353602597755e-09
Delphi-Uniform,2015/2016,1 wk ahead,3.26346019984827e-265
Delphi-Uniform,2015/2016,2 wk ahead,3.26346019984827e-265
Delphi-Uniform,2015/2016,3 wk ahead,3.26346019984827e-265
Delphi-Uniform,2015/2016,4 wk ahead,3.26346019984827e-265
LANL-DBM,2015/2016,1 wk ahead,1.76838326483045e-16
LANL-DBM,2015/2016,2 wk ahead,1.76838326483045e-16
LANL-DBM,2015/2016,3 wk ahead,1.76838326483045e-16
LANL-DBM,2015/2016,4 wk ahead,1.76838326483045e-16
ReichLab-KCDE,2015/2016,1 wk ahead,0.119053235609434
ReichLab-KCDE,2015/2016,2 wk ahead,0.119053235609434
ReichLab-KCDE,2015/2016,3 wk ahead,0.119053235609434
ReichLab-KCDE,2015/2016,4 wk ahead,0.119053235609434
ReichLab-KDE,2015/2016,1 wk ahead,2.5286227081148e-58
ReichLab-KDE,2015/2016,2 wk ahead,2.5286227081148e-58
ReichLab-KDE,2015/2016,3 wk ahead,2.5286227081148e-58
ReichLab-KDE,2015/2016,4 wk ahead,2.5286227081148e-58
ReichLab-SARIMA1,2015/2016,1 wk ahead,1.75630003503125e-19
ReichLab-SARIMA1,2015/2016,2 wk ahead,1.75630003503125e-19
ReichLab-SARIMA1,2015/2016,3 wk ahead,1.75630003503125e-19
ReichLab-SARIMA1,2015/2016,4 wk ahead,1.75630003503125e-19
ReichLab-SARIMA2,2015/2016,1 wk ahead,0.0113665698163703
ReichLab-SARIMA2,2015/2016,2 wk ahead,0.0113665698163703
ReichLab-SARIMA2,2015/2016,3 wk ahead,0.0113665698163703
ReichLab-SARIMA2,2015/2016,4 wk ahead,0.0113665698163703
CU-BMA,2016/2017,1 wk ahead,1.37325586231739e-05
CU-BMA,2016/2017,2 wk ahead,1.37325586231739e-05
CU-BMA,2016/2017,3 wk ahead,1.37325586231739e-05
CU-BMA,2016/2017,4 wk ahead,1.37325586231739e-05
CU-EAKFC_SEIRS,2016/2017,1 wk ahead,0.0453631797298361
CU-EAKFC_SEIRS,2016/2017,2 wk ahead,0.0453631797298361
CU-EAKFC_SEIRS,2016/2017,3 wk ahead,0.0453631797298361
CU-EAKFC_SEIRS,2016/2017,4 wk ahead,0.0453631797298361
CU-EAKFC_SIRS,2016/2017,1 wk ahead,0.00268305658431811
CU-EAKFC_SIRS,2016/2017,2 wk ahead,0.00268305658431811
CU-EAKFC_SIRS,2016/2017,3 wk ahead,0.00268305658431811
CU-EAKFC_SIRS,2016/2017,4 wk ahead,0.00268305658431811
CU-EKF_SEIRS,2016/2017,1 wk ahead,0.173067171541818
CU-EKF_SEIRS,2016/2017,2 wk ahead,0.173067171541818
CU-EKF_SEIRS,2016/2017,3 wk ahead,0.173067171541818
CU-EKF_SEIRS,2016/2017,4 wk ahead,0.173067171541818
CU-EKF_SIRS,2016/2017,1 wk ahead,0.0243751366840088
CU-EKF_SIRS,2016/2017,2 wk ahead,0.0243751366840088
CU-EKF_SIRS,2016/2017,3 wk ahead,0.0243751366840088
CU-EKF_SIRS,2016/2017,4 wk ahead,0.0243751366840088
CU-RHF_SEIRS,2016/2017,1 wk ahead,0.0583419524272416
CU-RHF_SEIRS,2016/2017,2 wk ahead,0.0583419524272416
CU-RHF_SEIRS,2016/2017,3 wk ahead,0.0583419524272416
CU-RHF_SEIRS,2016/2017,4 wk ahead,0.0583419524272416
CU-RHF_SIRS,2016/2017,1 wk ahead,0.00352312924908042
CU-RHF_SIRS,2016/2017,2 wk ahead,0.00352312924908042
CU-RHF_SIRS,2016/2017,3 wk ahead,0.00352312924908042
CU-RHF_SIRS,2016/2017,4 wk ahead,0.00352312924908042
Delphi-BasisRegression,2016/2017,1 wk ahead,6.17869280141487e-206
Delphi-BasisRegression,2016/2017,2 wk ahead,6.17869280141487e-206
Delphi-BasisRegression,2016/2017,3 wk ahead,6.17869280141487e-206
Delphi-BasisRegression,2016/2017,4 wk ahead,6.17869280141487e-206
Delphi-DeltaDensity1,2016/2017,1 wk ahead,0.471621682660127
Delphi-DeltaDensity1,2016/2017,2 wk ahead,0.471621682660127
Delphi-DeltaDensity1,2016/2017,3 wk ahead,0.471621682660127
Delphi-DeltaDensity1,2016/2017,4 wk ahead,0.471621682660127
Delphi-DeltaDensity2,2016/2017,1 wk ahead,0.0524828459387677
Delphi-DeltaDensity2,2016/2017,2 wk ahead,0.0524828459387677
Delphi-DeltaDensity2,2016/2017,3 wk ahead,0.0524828459387677
Delphi-DeltaDensity2,2016/2017,4 wk ahead,0.0524828459387677
Delphi-EmpiricalBayes1,2016/2017,1 wk ahead,0.0598216822109501
Delphi-EmpiricalBayes1,2016/2017,2 wk ahead,0.0598216822109501
Delphi-EmpiricalBayes1,2016/2017,3 wk ahead,0.0598216822109501
Delphi-EmpiricalBayes1,2016/2017,4 wk ahead,0.0598216822109501
Delphi-EmpiricalBayes2,2016/2017,1 wk ahead,0.00566274111635575
Delphi-EmpiricalBayes2,2016/2017,2 wk ahead,0.00566274111635575
Delphi-EmpiricalBayes2,2016/2017,3 wk ahead,0.00566274111635575
Delphi-EmpiricalBayes2,2016/2017,4 wk ahead,0.00566274111635575
Delphi-EmpiricalFuture,2016/2017,1 wk ahead,1.40890970524909e-82
Delphi-EmpiricalFuture,2016/2017,2 wk ahead,1.40890970524909e-82
Delphi-EmpiricalFuture,2016/2017,3 wk ahead,1.40890970524909e-82
Delphi-EmpiricalFuture,2016/2017,4 wk ahead,1.40890970524909e-82
Delphi-EmpiricalTraj,2016/2017,1 wk ahead,1.40890970524909e-82
Delphi-EmpiricalTraj,2016/2017,2 wk ahead,1.40890970524909e-82
Delphi-EmpiricalTraj,2016/2017,3 wk ahead,1.40890970524909e-82
Delphi-EmpiricalTraj,2016/2017,4 wk ahead,1.40890970524909e-82
Delphi-Stat,2016/2017,1 wk ahead,1.46770124584623e-08
Delphi-Stat,2016/2017,2 wk ahead,1.46770124584623e-08
Delphi-Stat,2016/2017,3 wk ahead,1.46770124584623e-08
Delphi-Stat,2016/2017,4 wk ahead,1.46770124584623e-08
Delphi-Uniform,2016/2017,1 wk ahead,2.40480463503907e-250
Delphi-Uniform,2016/2017,2 wk ahead,2.40480463503907e-250
Delphi-Uniform,2016/2017,3 wk ahead,2.40480463503907e-250
Delphi-Uniform,2016/2017,4 wk ahead,2.40480463503907e-250
LANL-DBM,2016/2017,1 wk ahead,4.83340635766361e-17
LANL-DBM,2016/2017,2 wk ahead,4.83340635766361e-17
LANL-DBM,2016/2017,3 wk ahead,4.83340635766361e-17
LANL-DBM,2016/2017,4 wk ahead,4.83340635766361e-17
ReichLab-KCDE,2016/2017,1 wk ahead,0.100609057717476
ReichLab-KCDE,2016/2017,2 wk ahead,0.100609057717476
ReichLab-KCDE,2016/2017,3 wk ahead,0.100609057717476
ReichLab-KCDE,2016/2017,4 wk ahead,0.100609057717476
ReichLab-KDE,2016/2017,1 wk ahead,4.518653304042e-49
ReichLab-KDE,2016/2017,2 wk ahead,4.518653304042e-49
ReichLab-KDE,2016/2017,3 wk ahead,4.518653304042e-49
ReichLab-KDE,2016/2017,4 wk ahead,4.518653304042e-49
ReichLab-SARIMA1,2016/2017,1 wk ahead,5.93065417804345e-16
ReichLab-SARIMA1,2016/2017,2 wk ahead,5.93065417804345e-16
ReichLab-SARIMA1,2016/2017,3 wk ahead,5.93065417804345e-16
ReichLab-SARIMA1,2016/2017,4 wk ahead,5.93065417804345e-16
ReichLab-SARIMA2,2016/2017,1 wk ahead,0.00243461690438452
ReichLab-SARIMA2,2016/2017,2 wk ahead,0.00243461690438452
ReichLab-SARIMA2,2016/2017,3 wk ahead,0.00243461690438452
ReichLab-SARIMA2,2016/2017,4 wk ahead,0.00243461690438452
CU-BMA,2017/2018,Season onset,0.0413971693068661
CU-BMA,2017/2018,Season peak week,0.0413971693068661
CU-BMA,2017/2018,Season peak percentage,0.0413971693068661
CU-EAKFC_SEIRS,2017/2018,Season onset,0.00295583574427305
CU-EAKFC_SEIRS,2017/2018,Season peak week,0.00295583574427305
CU-EAKFC_SEIRS,2017/2018,Season peak percentage,0.00295583574427305
CU-EAKFC_SIRS,2017/2018,Season onset,0.0289109486686646
CU-EAKFC_SIRS,2017/2018,Season peak week,0.0289109486686646
CU-EAKFC_SIRS,2017/2018,Season peak percentage,0.0289109486686646
CU-EKF_SEIRS,2017/2018,Season onset,4.83803060067293e-06
CU-EKF_SEIRS,2017/2018,Season peak week,4.83803060067293e-06
CU-EKF_SEIRS,2017/2018,Season peak percentage,4.83803060067293e-06
CU-EKF_SIRS,2017/2018,Season onset,6.84996557259292e-06
CU-EKF_SIRS,2017/2018,Season peak week,6.84996557259292e-06
CU-EKF_SIRS,2017/2018,Season peak percentage,6.84996557259292e-06
CU-RHF_SEIRS,2017/2018,Season onset,1.40197165244184e-07
CU-RHF_SEIRS,2017/2018,Season peak week,1.40197165244184e-07
CU-RHF_SEIRS,2017/2018,Season peak percentage,1.40197165244184e-07
CU-RHF_SIRS,2017/2018,Season onset,0.000103389229141395
CU-RHF_SIRS,2017/2018,Season peak week,0.000103389229141395
CU-RHF_SIRS,2017/2018,Season peak percentage,0.000103389229141395
Delphi-BasisRegression,2017/2018,Season onset,5.79498403841172e-84
Delphi-BasisRegression,2017/2018,Season peak week,5.79498403841172e-84
Delphi-BasisRegression,2017/2018,Season peak percentage,5.79498403841172e-84
Delphi-DeltaDensity1,2017/2018,Season onset,6.40169678467137e-09
Delphi-DeltaDensity1,2017/2018,Season peak week,6.40169678467137e-09
Delphi-DeltaDensity1,2017/2018,Season peak percentage,6.40169678467137e-09
Delphi-DeltaDensity2,2017/2018,Season onset,4.16012705945046e-19
Delphi-DeltaDensity2,2017/2018,Season peak week,4.16012705945046e-19
Delphi-DeltaDensity2,2017/2018,Season peak percentage,4.16012705945046e-19
Delphi-EmpiricalBayes1,2017/2018,Season onset,3.66827584973417e-10
Delphi-EmpiricalBayes1,2017/2018,Season peak week,3.66827584973417e-10
Delphi-EmpiricalBayes1,2017/2018,Season peak percentage,3.66827584973417e-10
Delphi-EmpiricalBayes2,2017/2018,Season onset,5.11518942384079e-09
Delphi-EmpiricalBayes2,2017/2018,Season peak week,5.11518942384079e-09
Delphi-EmpiricalBayes2,2017/2018,Season peak percentage,5.11518942384079e-09
Delphi-EmpiricalFuture,2017/2018,Season onset,0.0168823283630958
Delphi-EmpiricalFuture,2017/2018,Season peak week,0.0168823283630958
Delphi-EmpiricalFuture,2017/2018,Season peak percentage,0.0168823283630958
Delphi-EmpiricalTraj,2017/2018,Season onset,7.16460401590793e-26
Delphi-EmpiricalTraj,2017/2018,Season peak week,7.16460401590793e-26
Delphi-EmpiricalTraj,2017/2018,Season peak percentage,7.16460401590793e-26
Delphi-Stat,2017/2018,Season onset,8.24679238017609e-17
Delphi-Stat,2017/2018,Season peak week,8.24679238017609e-17
Delphi-Stat,2017/2018,Season peak percentage,8.24679238017609e-17
Delphi-Uniform,2017/2018,Season onset,2.3442693114521e-87
Delphi-Uniform,2017/2018,Season peak week,2.3442693114521e-87
Delphi-Uniform,2017/2018,Season peak percentage,2.3442693114521e-87
LANL-DBM,2017/2018,Season onset,0.628101418580012
LANL-DBM,2017/2018,Season peak week,0.628101418580012
LANL-DBM,2017/2018,Season peak percentage,0.628101418580012
ReichLab-KCDE,2017/2018,Season onset,0.2277029885365
ReichLab-KCDE,2017/2018,Season peak week,0.2277029885365
ReichLab-KCDE,2017/2018,Season peak percentage,0.2277029885365
ReichLab-KDE,2017/2018,Season onset,0.0288076953323367
ReichLab-KDE,2017/2018,Season peak week,0.0288076953323367
ReichLab-KDE,2017/2018,Season peak percentage,0.0288076953323367
ReichLab-SARIMA1,2017/2018,Season onset,2.45598142859426e-30
ReichLab-SARIMA1,2017/2018,Season peak week,2.45598142859426e-30
ReichLab-SARIMA1,2017/2018,Season peak percentage,2.45598142859426e-30
ReichLab-SARIMA2,2017/2018,Season onset,0.0251263861620576
ReichLab-SARIMA2,2017/2018,Season peak week,0.0251263861620576
ReichLab-SARIMA2,2017/2018,Season peak percentage,0.0251263861620576
CU-BMA,2017/2018,1 wk ahead,0.00225807104005628
CU-BMA,2017/2018,2 wk ahead,0.00225807104005628
CU-BMA,2017/2018,3 wk ahead,0.00225807104005628
CU-BMA,2017/2018,4 wk ahead,0.00225807104005628
CU-EAKFC_SEIRS,2017/2018,1 wk ahead,0.0289858228482665
CU-EAKFC_SEIRS,2017/2018,2 wk ahead,0.0289858228482665
CU-EAKFC_SEIRS,2017/2018,3 wk ahead,0.0289858228482665
CU-EAKFC_SEIRS,2017/2018,4 wk ahead,0.0289858228482665
CU-EAKFC_SIRS,2017/2018,1 wk ahead,0.000544736642372495
CU-EAKFC_SIRS,2017/2018,2 wk ahead,0.000544736642372495
CU-EAKFC_SIRS,2017/2018,3 wk ahead,0.000544736642372495
CU-EAKFC_SIRS,2017/2018,4 wk ahead,0.000544736642372495
CU-EKF_SEIRS,2017/2018,1 wk ahead,0.207388751867063
CU-EKF_SEIRS,2017/2018,2 wk ahead,0.207388751867063
CU-EKF_SEIRS,2017/2018,3 wk ahead,0.207388751867063
CU-EKF_SEIRS,2017/2018,4 wk ahead,0.207388751867063
CU-EKF_SIRS,2017/2018,1 wk ahead,0.0230113790957967
CU-EKF_SIRS,2017/2018,2 wk ahead,0.0230113790957967
CU-EKF_SIRS,2017/2018,3 wk ahead,0.0230113790957967
CU-EKF_SIRS,2017/2018,4 wk ahead,0.0230113790957967
CU-RHF_SEIRS,2017/2018,1 wk ahead,0.0420948988415504
CU-RHF_SEIRS,2017/2018,2 wk ahead,0.0420948988415504
CU-RHF_SEIRS,2017/2018,3 wk ahead,0.0420948988415504
CU-RHF_SEIRS,2017/2018,4 wk ahead,0.0420948988415504
CU-RHF_SIRS,2017/2018,1 wk ahead,0.000613214349993352
CU-RHF_SIRS,2017/2018,2 wk ahead,0.000613214349993352
CU-RHF_SIRS,2017/2018,3 wk ahead,0.000613214349993352
CU-RHF_SIRS,2017/2018,4 wk ahead,0.000613214349993352
Delphi-BasisRegression,2017/2018,1 wk ahead,2.34613280182057e-227
Delphi-BasisRegression,2017/2018,2 wk ahead,2.34613280182057e-227
Delphi-BasisRegression,2017/2018,3 wk ahead,2.34613280182057e-227
Delphi-BasisRegression,2017/2018,4 wk ahead,2.34613280182057e-227
Delphi-DeltaDensity1,2017/2018,1 wk ahead,0.446202899080733
Delphi-DeltaDensity1,2017/2018,2 wk ahead,0.446202899080733
Delphi-DeltaDensity1,2017/2018,3 wk ahead,0.446202899080733
Delphi-DeltaDensity1,2017/2018,4 wk ahead,0.446202899080733
Delphi-DeltaDensity2,2017/2018,1 wk ahead,0.0747569742484895
Delphi-DeltaDensity2,2017/2018,2 wk ahead,0.0747569742484895
Delphi-DeltaDensity2,2017/2018,3 wk ahead,0.0747569742484895
Delphi-DeltaDensity2,2017/2018,4 wk ahead,0.0747569742484895
Delphi-EmpiricalBayes1,2017/2018,1 wk ahead,0.0545430898583973
Delphi-EmpiricalBayes1,2017/2018,2 wk ahead,0.0545430898583973
Delphi-EmpiricalBayes1,2017/2018,3 wk ahead,0.0545430898583973
Delphi-EmpiricalBayes1,2017/2018,4 wk ahead,0.0545430898583973
Delphi-EmpiricalBayes2,2017/2018,1 wk ahead,0.00556025577524643
Delphi-EmpiricalBayes2,2017/2018,2 wk ahead,0.00556025577524643
Delphi-EmpiricalBayes2,2017/2018,3 wk ahead,0.00556025577524643
Delphi-EmpiricalBayes2,2017/2018,4 wk ahead,0.00556025577524643
Delphi-EmpiricalFuture,2017/2018,1 wk ahead,2.50480237594887e-91
Delphi-EmpiricalFuture,2017/2018,2 wk ahead,2.50480237594887e-91
Delphi-EmpiricalFuture,2017/2018,3 wk ahead,2.50480237594887e-91
Delphi-EmpiricalFuture,2017/2018,4 wk ahead,2.50480237594887e-91
Delphi-EmpiricalTraj,2017/2018,1 wk ahead,2.50480237594887e-91
Delphi-EmpiricalTraj,2017/2018,2 wk ahead,2.50480237594887e-91
Delphi-EmpiricalTraj,2017/2018,3 wk ahead,2.50480237594887e-91
Delphi-EmpiricalTraj,2017/2018,4 wk ahead,2.50480237594887e-91
Delphi-Stat,2017/2018,1 wk ahead,5.1305775608252e-09
Delphi-Stat,2017/2018,2 wk ahead,5.1305775608252e-09
Delphi-Stat,2017/2018,3 wk ahead,5.1305775608252e-09
Delphi-Stat,2017/2018,4 wk ahead,5.1305775608252e-09
Delphi-Uniform,2017/2018,1 wk ahead,2.55699660880283e-275
Delphi-Uniform,2017/2018,2 wk ahead,2.55699660880283e-275
Delphi-Uniform,2017/2018,3 wk ahead,2.55699660880283e-275
Delphi-Uniform,2017/2018,4 wk ahead,2.55699660880283e-275
LANL-DBM,2017/2018,1 wk ahead,4.25687284300408e-15
LANL-DBM,2017/2018,2 wk ahead,4.25687284300408e-15
LANL-DBM,2017/2018,3 wk ahead,4.25687284300408e-15
LANL-DBM,2017/2018,4 wk ahead,4.25687284300408e-15
ReichLab-KCDE,2017/2018,1 wk ahead,0.112755079107638
ReichLab-KCDE,2017/2018,2 wk ahead,0.112755079107638
ReichLab-KCDE,2017/2018,3 wk ahead,0.112755079107638
ReichLab-KCDE,2017/2018,4 wk ahead,0.112755079107638
ReichLab-KDE,2017/2018,1 wk ahead,3.49984257243105e-57
ReichLab-KDE,2017/2018,2 wk ahead,3.49984257243105e-57
ReichLab-KDE,2017/2018,3 wk ahead,3.49984257243105e-57
ReichLab-KDE,2017/2018,4 wk ahead,3.49984257243105e-57
ReichLab-SARIMA1,2017/2018,1 wk ahead,6.08814314802463e-18
ReichLab-SARIMA1,2017/2018,2 wk ahead,6.08814314802463e-18
ReichLab-SARIMA1,2017/2018,3 wk ahead,6.08814314802463e-18
ReichLab-SARIMA1,2017/2018,4 wk ahead,6.08814314802463e-18
ReichLab-SARIMA2,2017/2018,1 wk ahead,0.00128482211381473
ReichLab-SARIMA2,2017/2018,2 wk ahead,0.00128482211381473
ReichLab-SARIMA2,2017/2018,3 wk ahead,0.00128482211381473
ReichLab-SARIMA2,2017/2018,4 wk ahead,0.00128482211381473
